,lat,lon,Mean MAE,model,horizon,Miss Rate,False Alarm Rate
28,28.0,92.0,6.401388888888889,FuXi,30,2.0,76.9
29,28.0,96.0,7.412698412698414,FuXi,30,11.799999999999999,66.7
30,32.0,72.0,17.08214285714286,FuXi,30,25.6,16.5
31,32.0,76.0,20.59722222222222,FuXi,30,64.4,32.4
32,32.0,80.0,17.0,FuXi,30,98.0,2.0
33,36.0,72.0,,FuXi,30,97.8,0.0
34,36.0,76.0,,FuXi,30,100.0,0.0
0,8.0,76.0,6.297222222222222,Graphcast,30,10.0,71.39999999999999
1,8.0,80.0,37.404761904761905,Graphcast,30,7.7,70.39999999999999
2,12.0,76.0,6.045238095238095,Graphcast,30,8.0,69.6
3,12.0,80.0,12.033333333333333,Graphcast,30,15.7,47.8
4,16.0,72.0,6.458333333333333,Graphcast,30,16.0,59.3
5,16.0,76.0,4.888888888888889,Graphcast,30,3.9,61.1
6,16.0,80.0,8.61111111111111,Graphcast,30,5.8999999999999995,68.0
7,16.0,84.0,8.358333333333333,Graphcast,30,3.9,55.00000000000001
8,20.0,68.0,7.033333333333333,Graphcast,30,48.0,22.6
9,20.0,72.0,5.0,Graphcast,30,27.500000000000004,31.8
10,20.0,76.0,8.555555555555555,Graphcast,30,7.8,47.599999999999994
11,20.0,80.0,8.830555555555556,Graphcast,30,0.0,54.800000000000004
12,20.0,84.0,9.927777777777777,Graphcast,30,0.0,59.4
13,20.0,88.0,10.739285714285714,Graphcast,30,5.800000000000001,62.5
14,24.0,68.0,7.5,Graphcast,30,48.1,17.299999999999997
15,24.0,72.0,6.758333333333333,Graphcast,30,27.500000000000004,28.199999999999996
16,24.0,76.0,9.59920634920635,Graphcast,30,10.2,44.2
17,24.0,80.0,6.557539682539683,Graphcast,30,3.8,45.9
18,24.0,84.0,9.181944444444445,Graphcast,30,0.0,50.0
19,24.0,88.0,15.091666666666667,Graphcast,30,0.0,73.5
20,24.0,92.0,2.9583333333333335,Graphcast,30,3.9,33.300000000000004
21,24.0,96.0,7.458333333333333,Graphcast,30,0.0,70.0
22,28.0,68.0,10.413333333333334,Graphcast,30,32.0,26.0
23,28.0,72.0,8.363095238095239,Graphcast,30,33.300000000000004,51.300000000000004
24,28.0,76.0,12.379166666666668,Graphcast,30,15.7,43.2
25,28.0,80.0,10.316666666666666,Graphcast,30,0.0,63.6
26,28.0,84.0,11.598412698412696,Graphcast,30,0.0,66.7
27,28.0,88.0,8.53611111111111,Graphcast,30,37.3,47.8
28,28.0,92.0,4.125,Graphcast,30,4.0,52.6
29,28.0,96.0,4.125,Graphcast,30,7.8,29.4
30,32.0,72.0,41.81632996632997,Graphcast,30,0.0,68.5
31,32.0,76.0,13.577777777777776,Graphcast,30,22.2,39.2
32,32.0,80.0,11.75,Graphcast,30,68.0,9.1
33,36.0,72.0,25.375,Graphcast,30,73.9,13.100000000000001
34,36.0,76.0,56.0,Graphcast,30,93.30000000000001,1.7000000000000002
0,8.0,76.0,4.569444444444445,GenCast,30,4.0,50.0
1,8.0,80.0,29.081439393939394,GenCast,30,2.6,78.10000000000001
2,12.0,76.0,4.1499999999999995,GenCast,30,6.0,42.9
3,12.0,80.0,9.575793650793651,GenCast,30,9.8,46.2
4,16.0,72.0,6.058333333333333,GenCast,30,26.0,51.7
5,16.0,76.0,3.652777777777778,GenCast,30,7.8,37.5
6,16.0,80.0,5.702380952380952,GenCast,30,5.8999999999999995,47.8
7,16.0,84.0,6.803571428571428,GenCast,30,9.8,52.2
8,20.0,68.0,11.279761904761905,GenCast,30,57.99999999999999,28.1
9,20.0,72.0,6.625,GenCast,30,37.3,39.300000000000004
10,20.0,76.0,6.35515873015873,GenCast,30,19.6,51.6
11,20.0,80.0,3.9587301587301584,GenCast,30,5.8999999999999995,31.2
12,20.0,84.0,4.354166666666667,GenCast,30,3.8,30.8
13,20.0,88.0,8.345833333333333,GenCast,30,9.6,53.1
14,24.0,68.0,11.601190476190474,GenCast,30,59.599999999999994,20.0
15,24.0,72.0,10.82,GenCast,30,56.89999999999999,26.3
16,24.0,76.0,5.581944444444445,GenCast,30,10.2,23.400000000000002
17,24.0,80.0,4.338888888888889,GenCast,30,15.4,28.199999999999996
18,24.0,84.0,5.9305555555555545,GenCast,30,5.7,29.7
19,24.0,88.0,13.538095238095238,GenCast,30,0.0,71.39999999999999
20,24.0,92.0,1.363888888888889,GenCast,30,0.0,0.0
21,24.0,96.0,6.458333333333333,GenCast,30,0.0,70.0
22,28.0,68.0,9.037698412698413,GenCast,30,48.0,13.3
23,28.0,72.0,11.733333333333334,GenCast,30,84.3,27.6
24,28.0,76.0,8.001984126984127,GenCast,30,23.5,33.300000000000004
25,28.0,80.0,6.25,GenCast,30,4.0,32.6
26,28.0,84.0,8.200000000000001,GenCast,30,0.0,42.5
27,28.0,88.0,9.247222222222222,GenCast,30,37.3,62.5
28,28.0,92.0,3.5904761904761906,GenCast,30,0.0,62.5
29,28.0,96.0,4.75,GenCast,30,0.0,56.2
30,32.0,72.0,34.05092592592593,GenCast,30,0.0,42.199999999999996
31,32.0,76.0,14.58611111111111,GenCast,30,26.700000000000003,35.699999999999996
32,32.0,80.0,8.422222222222222,GenCast,30,38.0,23.799999999999997
33,36.0,72.0,13.821428571428573,GenCast,30,41.3,43.9
34,36.0,76.0,16.69142857142857,GenCast,30,75.6,20.9
0,8.0,76.0,0.16666666666666666,FuXi S2S,30,0.0,0.0
1,8.0,80.0,17.916666666666668,FuXi S2S,30,10.0,60.0
2,12.0,76.0,1.3333333333333333,FuXi S2S,30,0.0,0.0
3,12.0,80.0,17.0,FuXi S2S,30,50.0,22.2
4,16.0,72.0,3.0,FuXi S2S,30,8.3,33.300000000000004
5,16.0,76.0,3.444444444444444,FuXi S2S,30,0.0,40.0
6,16.0,80.0,8.166666666666666,FuXi S2S,30,15.4,37.5
7,16.0,84.0,7.166666666666667,FuXi S2S,30,8.3,62.5
8,20.0,68.0,6.333333333333333,FuXi S2S,30,25.0,40.0
9,20.0,72.0,5.666666666666667,FuXi S2S,30,33.300000000000004,50.0
10,20.0,76.0,6.388888888888889,FuXi S2S,30,25.0,55.60000000000001
11,20.0,80.0,4.333333333333333,FuXi S2S,30,8.3,37.5
12,20.0,84.0,4.166666666666667,FuXi S2S,30,0.0,28.599999999999998
13,20.0,88.0,5.111111111111112,FuXi S2S,30,8.3,57.099999999999994
14,24.0,68.0,12.0,FuXi S2S,30,58.3,18.8
15,24.0,72.0,11.611111111111112,FuXi S2S,30,50.0,41.699999999999996
16,24.0,76.0,6.3999999999999995,FuXi S2S,30,7.7,47.099999999999994
17,24.0,80.0,5.5,FuXi S2S,30,14.299999999999999,33.300000000000004
18,24.0,84.0,6.5,FuXi S2S,30,0.0,37.5
19,24.0,88.0,11.833333333333334,FuXi S2S,30,0.0,55.60000000000001
20,24.0,92.0,1.5,FuXi S2S,30,0.0,0.0
21,24.0,96.0,4.666666666666667,FuXi S2S,30,0.0,40.0
22,28.0,68.0,3.0,FuXi S2S,30,83.3,0.0
23,28.0,72.0,19.0,FuXi S2S,30,91.7,16.7
24,28.0,76.0,8.722222222222221,FuXi S2S,30,0.0,31.2
25,28.0,80.0,5.166666666666667,FuXi S2S,30,8.3,33.300000000000004
26,28.0,84.0,2.6666666666666665,FuXi S2S,30,0.0,12.5
27,28.0,88.0,11.666666666666666,FuXi S2S,30,46.2,60.0
28,28.0,92.0,5.222222222222221,FuXi S2S,30,0.0,57.099999999999994
29,28.0,96.0,4.333333333333333,FuXi S2S,30,0.0,40.0
30,32.0,72.0,36.61111111111111,FuXi S2S,30,0.0,51.9
31,32.0,76.0,21.27777777777778,FuXi S2S,30,22.2,41.199999999999996
32,32.0,80.0,6.4444444444444455,FuXi S2S,30,25.0,25.0
33,36.0,72.0,,FuXi S2S,30,100.0,0.0
34,36.0,76.0,,FuXi S2S,30,100.0,0.0
0,8.0,76.0,4.508333333333334,NGCM,30,0.0,57.099999999999994
1,8.0,80.0,36.23055555555556,NGCM,30,0.0,73.1
2,12.0,76.0,6.0,NGCM,30,0.0,62.5
3,12.0,80.0,12.72777777777778,NGCM,30,17.599999999999998,46.400000000000006
4,16.0,72.0,4.569444444444444,NGCM,30,20.0,45.800000000000004
5,16.0,76.0,4.613888888888889,NGCM,30,3.9,45.5
6,16.0,80.0,7.277777777777778,NGCM,30,7.8,55.60000000000001
7,16.0,84.0,6.911111111111111,NGCM,30,3.9,61.9
8,20.0,68.0,5.083333333333333,NGCM,30,10.0,37.1
9,20.0,72.0,5.186111111111111,NGCM,30,19.6,41.4
10,20.0,76.0,6.683333333333333,NGCM,30,15.7,55.2
11,20.0,80.0,5.159523809523809,NGCM,30,5.8999999999999995,38.7
12,20.0,84.0,7.038888888888889,NGCM,30,1.9,53.300000000000004
13,20.0,88.0,10.722222222222223,NGCM,30,0.0,68.0
14,24.0,68.0,10.2,NGCM,30,51.9,27.6
15,24.0,72.0,8.85,NGCM,30,35.3,37.0
16,24.0,76.0,5.900000000000001,NGCM,30,12.2,19.6
17,24.0,80.0,4.920436507936508,NGCM,30,11.5,39.5
18,24.0,84.0,7.507936507936506,NGCM,30,1.9,50.0
19,24.0,88.0,16.019444444444446,NGCM,30,0.0,82.39999999999999
20,24.0,92.0,1.1722222222222223,NGCM,30,0.0,0.0
21,24.0,96.0,5.791666666666667,NGCM,30,0.0,70.0
22,28.0,68.0,6.0625,NGCM,30,64.0,4.0
23,28.0,72.0,9.966666666666667,NGCM,30,51.0,26.700000000000003
24,28.0,76.0,10.072619047619048,NGCM,30,3.9,30.4
25,28.0,80.0,6.50436507936508,NGCM,30,4.0,31.0
26,28.0,84.0,4.813492063492064,NGCM,30,3.8,25.0
27,28.0,88.0,9.0,NGCM,30,94.1,7.7
28,28.0,92.0,5.477777777777778,NGCM,30,32.0,45.800000000000004
29,28.0,96.0,9.333333333333334,NGCM,30,84.3,11.799999999999999
30,32.0,72.0,31.29021164021164,NGCM,30,0.0,34.8
31,32.0,76.0,14.59027777777778,NGCM,30,46.7,25.900000000000002
32,32.0,80.0,10.625,NGCM,30,52.0,23.400000000000002
33,36.0,72.0,,NGCM,30,100.0,0.0
34,36.0,76.0,,NGCM,30,100.0,0.0
